title,genres,runtime,vote_average,vote_count,year
The Little Matchgirl,"['drama', 'animation']",7.0,7.3,33.0,2006
The Haunted House,['animation'],7.0,6.6,9.0,1929
How They Get There,"['romance', 'comedy']",3.0,7.0,7.0,1997
Istanbul,[],0.0,0.0,0.0,1985
"Hen, His Wife",['animation'],13.0,7.5,2.0,1990
Inside The X-Files,['documentary'],45.0,6.0,1.0,1998
The Horribly Slow Murderer with the Extremely Inefficient Weapon,"['comedy', 'horror']",10.0,6.6,36.0,2008
Norm MacDonald: Me Doing Standup,['comedy'],61.0,7.2,7.0,2011
A Flintstones Christmas Carol,"['animation', 'comedy', 'family']",70.0,5.3,14.0,1994
Hedgehog in the Fog,"['adventure', 'animation', 'family', 'fantasy']",11.0,7.4,44.0,1975
The Cat's Out,['animation'],7.0,7.0,2.0,1931
Claymation Comedy of Horrors,['animation'],30.0,10.0,1.0,1991
The Last Farm,['drama'],17.0,7.6,7.0,2004
Snowballs,[],5.0,6.0,7.0,2011
"Danger! 50,000 Zombies","['horror', 'comedy']",25.0,8.0,2.0,2004
Bouncing Babies,"['family', 'comedy']",20.0,0.0,0.0,1929
Stella: Live in Boston,['comedy'],0.0,5.0,1.0,2009
Diario de un skin,['documentary'],80.0,6.7,7.0,2005
The Black Cat,"['comedy', 'horror', 'mystery']",70.0,6.4,5.0,1941
All About Anna,"['comedy', 'drama', 'romance']",91.0,2.5,42.0,2005
Let's Get Those English Girls,['comedy'],90.0,5.8,4.0,1976
Archie To Riverdale and Back Again,"['tv movie', 'comedy']",100.0,5.5,1.0,1990
Babette Goes to War,"['comedy', 'war']",106.0,6.0,1.0,1959
Darling Trap,['comedy'],90.0,4.8,23.0,2014
Special Delivery,['comedy'],99.0,0.0,0.0,2002
Mr. Average,"['comedy', 'romance', 'foreign']",90.0,7.5,3.0,2006
Cutie Honey,"['action', 'foreign']",94.0,5.8,14.0,2004
"Delphine 1, Yvan 0",['comedy'],91.0,6.0,6.0,1996
Doomsday Prophecy,"['action', 'thriller', 'science fiction']",89.0,4.0,30.0,2011
Love Can Seriously Damage Your Health,"['romance', 'comedy']",129.0,5.8,9.0,1997
The Cave of the Golden Rose,"['adventure', 'family', 'fantasy', 'romance']",200.0,6.0,33.0,1991
Human Touch,['drama'],102.0,0.0,0.0,2005
King Kelly,['drama'],86.0,4.3,5.0,2012
La Bande du drugstore,"['drama', 'romance']",93.0,6.3,2.0,2002
The Slap,"['foreign', 'comedy', 'drama', 'romance']",99.0,5.2,13.0,1974
Lahore,"['action', 'foreign']",145.0,0.0,0.0,2010
The King's Whore,"['romance', 'history', 'drama']",138.0,4.6,6.0,1990
Latitudes,"['drama', 'romance']",82.0,5.4,4.0,2014
Frenchmen 2,"['comedy', 'romance']",111.0,6.1,24.0,2007
The Last Diamond,['drama'],108.0,6.3,26.0,2014
"Le printemps, l'automne et l'amour","['comedy', 'drama']",95.0,0.0,0.0,1955
1001 Nights,"['fantasy', 'comedy', 'adventure']",98.0,4.9,7.0,1990
Lightspeed,"['fantasy', 'action', 'science fiction']",90.0,1.4,4.0,2006
Meilleur espoir féminin,['comedy'],0.0,6.7,10.0,2000
"Mercredi, folle journée !","['drama', 'comedy']",127.0,6.5,2.0,2001
Mr Reliable,[],112.0,6.5,2.0,1996
Ninette,['comedy'],118.0,8.0,2.0,2005
Nom de code : Rose,[],0.0,4.9,6.0,2012
Opposite Day,"['family', 'comedy']",88.0,3.2,9.0,2009
Powder Room,['comedy'],86.0,5.3,9.0,2013
Shirin in Love,"['comedy', 'romance']",104.0,4.0,1.0,2014
The Christmas Wish,"['family', 'drama', 'romance']",78.0,3.1,4.0,1998
The Sex and Violence Family Hour,[],60.0,0.0,0.0,1983
All That... for This?!,['comedy'],116.0,6.3,5.0,1993
Who Do I Gotta Kill?,['comedy'],84.0,3.7,3.0,1994
Marihuana,"['documentary', 'drama', 'history']",57.0,2.5,4.0,1936
"So Sweet, So Dead","['crime', 'drama', 'horror', 'mystery', 'romance', 'thriller']",89.0,7.0,5.0,1972
Chronicle of a Homicide,['drama'],99.0,0.0,0.0,1972
The Shadow Men,"['horror', 'science fiction', 'thriller']",95.0,3.6,4.0,1997
Seventh Heaven,"['comedy', 'romance']",94.0,2.0,1.0,1993
They Were Five,['drama'],101.0,7.1,6.0,1936
Stop Train 349,['drama'],0.0,0.0,0.0,1963
Ferryman Maria,[],85.0,7.0,1.0,1936
"Thank You, Jeeves!",['comedy'],57.0,0.0,0.0,1936
Homework,[],86.0,5.0,1.0,1989
Internes Can't Take Money,"['crime', 'drama', 'romance']",78.0,7.0,2.0,1937
Green Light,"['drama', 'romance']",85.0,6.0,1.0,1937
Black Belly of the Tarantula,"['horror', 'mystery', 'thriller']",98.0,6.1,18.0,1971
Maid of Salem,['drama'],86.0,3.3,2.0,1937
Double Or Nothing,[],91.0,8.0,1.0,1937
Second Honeymoon,"['comedy', 'romance']",84.0,6.7,3.0,1937
I Met Him in Paris,"['comedy', 'romance']",86.0,5.5,2.0,1937
Dance Program,['drama'],130.0,7.3,3.0,1937
Boys' School,"['adventure', 'drama', 'mystery']",98.0,7.4,6.0,1938
Vessel of Wrath,"['comedy', 'drama', 'romance']",92.0,10.0,1.0,1938
Idiot's Delight,"['comedy', 'drama']",107.0,4.0,4.0,1939
Invitation to Happiness,"['drama', 'romance']",97.0,0.0,0.0,1939
Subliminal Seduction,"['drama', 'science fiction']",81.0,4.0,3.0,1996
Virtual Combat,"['science fiction', 'action']",97.0,7.3,3.0,1995
The Skateboard Kid II,"['family', 'fantasy']",90.0,4.0,2.0,1995
The Terror Within II,"['horror', 'science fiction']",0.0,2.5,2.0,1991
Beyond the Fear,['documentary'],80.0,0.0,0.0,2014
Modris,['drama'],98.0,5.0,1.0,2014
Deliverance Creek,['drama'],0.0,6.3,3.0,2014
Wolves,"['horror', 'action']",90.0,5.7,82.0,2014
The Woodcarver,['drama'],96.0,0.0,0.0,2012
The Encounter,"['drama', 'family']",85.0,4.7,15.0,2010
Big Sur,['drama'],100.0,4.8,6.0,2013
The Unexpected Love,"['comedy', 'drama']",105.0,6.3,22.0,2014
Apostle Peter and the Last Supper,"['history', 'drama']",88.0,6.2,7.0,2012
The Adventures of André and Wally B.,['animation'],2.0,5.4,60.0,1984
Face of Terror,"['action', 'drama', 'thriller']",100.0,4.0,2.0,2004
The Harmony Game,"['music', 'documentary']",72.0,8.0,1.0,2011
Kamikaze,['drama'],94.0,6.5,15.0,2014
Planet Ocean,['documentary'],94.0,7.1,22.0,2012
Stalag Luft,"['drama', 'comedy', 'war', 'foreign']",101.0,7.0,2.0,1993
We'll Never Have Paris,"['comedy', 'romance']",89.0,4.8,38.0,2014
American Heist,['action'],94.0,4.3,160.0,2014
The Good Son,['thriller'],88.0,3.5,2.0,2011
Miraculum,['drama'],104.0,5.3,11.0,2014
Solyaris,"['tv movie', 'drama', 'science fiction']",142.0,8.0,1.0,1968
Mother Earth,['documentary'],103.0,0.0,0.0,1968
The Pacific,"['action', 'adventure', 'drama', 'history', 'war']",540.0,7.9,318.0,2010
A Visitor to a Museum,['drama'],136.0,7.6,8.0,1989
The Hyperboloid of Engineer Garin,"['drama', 'science fiction', 'adventure']",96.0,4.0,6.0,1965
Cosmic Journey,['science fiction'],70.0,5.8,4.0,1936
Two: The Story of Roman & Nyro,"['documentary', 'drama']",71.0,0.0,0.0,2013
Strange Magic,"['music', 'animation', 'family', 'fantasy']",99.0,6.2,105.0,2015
Paris-Manhattan,"['comedy', 'romance']",79.0,5.3,67.0,2012
The Flying Machine,"['animation', 'adventure', 'family']",85.0,5.4,7.0,2011
7 Days in Havana,['drama'],129.0,5.4,23.0,2012
The DUFF,"['romance', 'comedy']",100.0,6.8,1372.0,2015
Tower Block,['thriller'],90.0,5.7,50.0,2012
Fort McCoy,"['war', 'drama', 'history']",0.0,6.3,2.0,2014
Age of Ice,"['science fiction', 'adventure']",85.0,2.8,15.0,2014
The Girl with a Pistol,"['romance', 'comedy', 'drama']",100.0,5.4,9.0,1968
Love Steaks,"['romance', 'comedy', 'drama']",89.0,5.6,19.0,2013
The Remaining,"['thriller', 'horror']",88.0,4.1,91.0,2014
Prairie Love,"['drama', 'comedy']",81.0,5.0,1.0,2011
Heathcliff: The Movie,"['comedy', 'family', 'animation']",73.0,7.0,1.0,1986
Everly,"['thriller', 'action']",90.0,5.2,231.0,2015
"Daddy, I'm A Zombie","['animation', 'fantasy', 'comedy']",80.0,5.3,5.0,2012
Zodiac,"['science fiction', 'tv movie']",89.0,3.8,32.0,2014
Camarón: When Flamenco Became Legend,['drama'],119.0,6.6,9.0,2005
Outrage Beyond,['action'],110.0,7.1,54.0,2012
The Mark of Cain,"['documentary', 'drama']",0.0,7.3,2.0,2000
From Zero to Hero,"['romance', 'comedy', 'drama']",94.0,6.0,1.0,2014
The Humanoid,"['fantasy', 'science fiction']",100.0,5.0,1.0,1979
Kocken,[],116.0,5.5,3.0,2005
Vanishing Waves,"['romance', 'science fiction']",120.0,5.5,23.0,2012
The Little Drummer Girl,['thriller'],130.0,5.3,8.0,1984
The Little Death,"['drama', 'comedy', 'romance']",96.0,6.5,167.0,2014
Pinocchio,['animation'],75.0,6.7,6.0,2012
Kenny Begins,"['action', 'comedy', 'science fiction']",88.0,5.8,4.0,2009
Sandor slash Ida,"['drama', 'romance']",93.0,3.5,2.0,2005
Bit by Bit,['comedy'],85.0,5.0,3.0,2002
Help! I'm A Fish,"['adventure', 'animation', 'comedy']",80.0,6.3,73.0,2000
Tsatsiki,"['family', 'drama']",91.0,5.2,8.0,1999
Dark Dungeons,"['drama', 'fantasy', 'horror']",40.0,1.0,1.0,2014
Bert: The Last Virgin,"['family', 'comedy', 'romance']",100.0,3.3,7.0,1995
One in a Million,['comedy'],87.0,4.5,2.0,1995
Sunes sommar,['comedy'],83.0,5.9,17.0,1993
Lotta Leaves Home,['family'],79.0,5.8,5.0,1993
Lotta on Rascal Street,"['comedy', 'family']",74.0,5.5,6.0,1992
Babar The Movie,"['adventure', 'animation', 'family', 'fantasy']",70.0,5.6,9.0,1989
Karlsson on the Roof,['family'],99.0,5.3,10.0,1974
The Girls,"['comedy', 'foreign']",100.0,6.5,4.0,1968
¡Mátalo!,"['thriller', 'western', 'action', 'drama']",100.0,6.5,2.0,1970
"Io, Emmanuelle",['drama'],96.0,0.0,0.0,1969
The Case of the Bloody Iris,['thriller'],94.0,6.3,12.0,1972
Darker Than Night,"['horror', 'thriller']",100.0,4.0,18.0,2014
Uprise,['drama'],99.0,5.0,1.0,2008
Story of My Death,"['history', 'drama']",148.0,8.2,8.0,2013
The Blue Room,"['drama', 'crime', 'thriller']",75.0,6.2,32.0,2014
Vic+Flo Saw a Bear,"['crime', 'drama', 'thriller']",95.0,6.5,6.0,2013
Grandmother,['drama'],110.0,7.0,4.0,2009
Our Sunhi,"['romance', 'drama']",89.0,7.1,12.0,2013
Two Years at Sea,['documentary'],88.0,6.0,8.0,2011
A Spell to Ward Off the Darkness,"['music', 'documentary']",94.0,7.2,6.0,2013
The Last Time I Saw Macao,"['documentary', 'thriller']",85.0,6.7,3.0,2012
When Evening Falls on Bucharest or Metabolism,['drama'],89.0,7.4,7.0,2013
Septien,"['comedy', 'drama', 'mystery']",80.0,5.3,2.0,2011
Two Shots Fired,"['drama', 'comedy']",104.0,6.7,3.0,2014
Finisterrae,['drama'],80.0,8.0,6.0,2010
The Distance,[],80.0,6.4,5.0,2014
A Gun in Each Hand,"['comedy', 'romance']",100.0,6.5,13.0,2012
Borsalino,"['crime', 'drama']",126.0,6.7,25.0,1970
Finsterworld,['drama'],91.0,6.2,23.0,2013
Gangsters,"['crime', 'drama']",90.0,6.1,7.0,2002
Weekender,"['drama', 'music']",90.0,6.0,11.0,2011
Plot of Fear,"['mystery', 'thriller', 'crime']",98.0,6.2,5.0,1976
Bank Shot,"['comedy', 'crime']",83.0,5.4,8.0,1974
Anotherworld,"['drama', 'romance', 'foreign']",109.0,5.0,1.0,2008
Ten Minutes Older,['documentary'],10.0,5.8,4.0,1978
Of Horses and Men,"['drama', 'romance', 'comedy']",85.0,6.9,26.0,2013
The Fox and the Hound 2,"['adventure', 'animation', 'comedy', 'family']",69.0,5.6,115.0,2006
Monsterman,"['documentary', 'drama']",85.0,0.0,0.0,2014
Long Hello and Short Goodbye,"['comedy', 'thriller']",95.0,0.0,0.0,1999
The Heart of the World,"['science fiction', 'drama']",6.0,7.6,22.0,2000
Li'l Quinquin,"['mystery', 'comedy', 'crime']",200.0,7.9,16.0,2014
Girl with Hyacinths,"['drama', 'mystery']",89.0,7.5,4.0,1950
These Amazing Shadows,['documentary'],88.0,7.5,25.0,2011
Garlic Is As Good As Ten Mothers,['documentary'],51.0,7.3,6.0,1980
Journey to the Beginning of Time,"['adventure', 'fantasy', 'family']",93.0,8.0,11.0,1955
Spend It All,['documentary'],43.0,5.0,1.0,1971
Joni's Promise,['comedy'],83.0,6.8,6.0,2005
The Man Who Could Cheat Death,"['horror', 'science fiction']",83.0,6.2,7.0,1959
small roads,['documentary'],103.0,5.0,1.0,2011
Carriage to Vienna,"['drama', 'war']",76.0,7.3,4.0,1966
Strange Voyage,"['comedy', 'crime']",92.0,7.6,5.0,1964
Ivory Tower,['documentary'],97.0,7.1,9.0,2014
The Fabulous Baron Munchausen,"['adventure', 'animation', 'fantasy']",83.0,6.0,8.0,1962
Light Is Calling,[],8.0,7.8,4.0,2004
The Open Road,['documentary'],64.0,5.0,1.0,1926
The Epic of Everest,['documentary'],87.0,6.9,8.0,1924
All In This Tea,['documentary'],70.0,0.0,0.0,2007
The Private Life of a Cat,[],22.0,5.0,5.0,1944
Land,['documentary'],76.0,4.3,2.0,2010
Letter from Siberia,['documentary'],62.0,8.0,4.0,1957
Babylon XX,['drama'],95.0,4.5,2.0,1979
Carts of Darkness,['documentary'],60.0,0.0,0.0,2008
Soundtracker,['documentary'],88.0,0.0,0.0,2010
Kamome Diner,"['drama', 'comedy']",102.0,7.1,10.0,2006
Gerhard Richter Painting,['documentary'],97.0,7.1,8.0,2012
Dream Land,[],35.0,0.0,0.0,2004
The Wayward Girl,['drama'],95.0,0.0,0.0,1959
City Zero,"['science fiction', 'drama', 'comedy']",103.0,6.3,12.0,1989
Remonstrance,"['drama', 'crime']",97.0,5.0,1.0,1972
Bells from the Deep,['documentary'],60.0,6.6,9.0,1993
The Gardener,[],34.0,5.0,1.0,1912
The Sea Vultures,['drama'],44.0,0.0,0.0,1915
The Girl from the Marsh Croft,[],74.0,0.0,0.0,1917
Karin Daughter of Ingmar,['drama'],115.0,5.0,1.0,1920
The Monastery of Sendomir,['drama'],54.0,6.0,3.0,1920
1000 Journals,[],88.0,8.0,1.0,2007
Pan,"['action', 'adventure', 'fantasy', 'drama', 'romance']",115.0,10.0,1.0,1995
A Year Along the Abandoned Road,['documentary'],12.0,7.8,4.0,1991
The Shoe,"['comedy', 'drama']",83.0,5.0,1.0,1998
Night Editor,['drama'],68.0,5.2,5.0,1946
Under the Flag of the Rising Sun,"['drama', 'foreign', 'history', 'mystery']",96.0,6.6,6.0,1972
The Devil Thumbs a Ride,['crime'],62.0,5.6,7.0,1947
The Man Who Changed His Mind,"['horror', 'science fiction']",66.0,5.7,11.0,1936
The Man They Could Not Hang,"['horror', 'science fiction', 'thriller']",64.0,6.2,8.0,1939
Line of Sight,['documentary'],60.0,4.3,2.0,2012
Rewind This!,['documentary'],94.0,7.0,21.0,2013
Ten Little Indians,"['crime', 'mystery']",137.0,7.0,12.0,1987
Josephine,"['romance', 'comedy']",88.0,6.0,109.0,2013
The Land Unknown,"['adventure', 'fantasy', 'science fiction']",78.0,6.4,10.0,1957
Crazy Thunder Road,"['foreign', 'science fiction']",98.0,6.4,6.0,1980
Pizzas,[],63.0,0.0,0.0,2012
"Mother, I Love You",['drama'],82.0,7.0,2.0,2013
Dream Team 1935,"['comedy', 'drama', 'history']",120.0,0.0,0.0,2012
Matthew's Days,[],0.0,5.5,2.0,1968
Fantomas,"['comedy', 'crime', 'adventure', 'fantasy']",99.0,6.8,125.0,1964
Fantomas Unleashed,"['comedy', 'crime', 'adventure', 'fantasy']",105.0,6.7,77.0,1965
Fantomas vs. Scotland Yard,"['comedy', 'crime', 'adventure', 'fantasy']",104.0,6.9,83.0,1967
Pursuit to Algiers,"['mystery', 'adventure', 'crime']",65.0,6.6,15.0,1945
Radiopiratene,"['comedy', 'family']",0.0,0.0,0.0,2007
Megacities,['documentary'],94.0,7.0,3.0,1998
Operation Y and Other Shurik's Adventures,['comedy'],95.0,7.5,36.0,1965
Gertie the Dinosaur,"['animation', 'comedy']",12.0,6.7,27.0,1914
Intimidation,['crime'],65.0,7.2,5.0,1960
God Speed You! Black Emperor,['documentary'],90.0,5.0,2.0,1976
"Blood, Sweat + Vinyl: DIY in the 21st Century",[],92.0,0.0,0.0,2011
The Lumière Brothers' First Films,['documentary'],61.0,7.0,1.0,1996
Amador,"['drama', 'foreign']",112.0,6.6,8.0,2010
Art and Craft,['documentary'],90.0,7.1,6.0,2014
The Castle of Fu Manchu,"['crime', 'adventure', 'horror', 'thriller']",98.0,3.0,6.0,1969
The Vengeance of Fu Manchu,"['crime', 'horror', 'mystery']",91.0,6.0,2.0,1967
Lightning Bolt: The Power Of Salad,"['documentary', 'music']",71.0,7.0,1.0,2002
Fuck Up,['drama'],100.0,5.7,9.0,2012
Defenders of Riga,"['action', 'drama', 'history', 'war']",118.0,6.0,3.0,2007
Gulf Stream Under the Iceberg,"['drama', 'fantasy']",122.0,3.5,2.0,2012
The Diary of Preston Plummer,"['drama', 'romance']",0.0,4.5,2.0,2012
Oxygen,['thriller'],75.0,5.4,9.0,2009
@Suicide Room,"['animation', 'thriller', 'drama']",110.0,7.7,113.0,2011
Is It Easy to Be Young?,['documentary'],83.0,1.0,2.0,1986
Suburban Gothic,"['horror', 'comedy']",90.0,5.3,43.0,2014
The Killing Jar,"['drama', 'thriller', 'mystery']",92.0,5.1,18.0,2010
The Kiss of Her Flesh,"['thriller', 'horror']",0.0,6.0,2.0,1968
Kolka Cool,"['drama', 'comedy']",97.0,10.0,2.0,2011
Project Almanac,"['science fiction', 'thriller']",106.0,6.4,953.0,2015
Louis C.K.: Live at The Comedy Store,['comedy'],65.0,7.4,58.0,2015
Heavy Weather,"['comedy', 'tv movie']",95.0,10.0,1.0,1995
The First Men in the Moon,['science fiction'],90.0,5.5,11.0,2010
Brooklyn,"['drama', 'romance']",111.0,7.2,1235.0,2015
Digging for Fire,['drama'],83.0,5.2,51.0,2015
Don Verdean,['comedy'],96.0,4.1,44.0,2015
The End of the Tour,['drama'],106.0,7.3,210.0,2015
Experimenter,"['drama', 'history']",97.0,6.8,166.0,2015
I Am Michael,['drama'],98.0,6.2,45.0,2015
Lila & Eve,"['thriller', 'drama']",94.0,5.4,107.0,2015
Last Days in the Desert,"['adventure', 'drama', 'history']",98.0,4.4,46.0,2016
I'll See You in My Dreams,"['drama', 'comedy']",92.0,6.3,51.0,2015
Seoul Searching,"['drama', 'comedy']",105.0,6.4,4.0,2015
Mississippi Grind,['drama'],108.0,5.9,137.0,2015
Mistress America,['comedy'],84.0,6.4,200.0,2015
Zipper,"['thriller', 'drama']",103.0,5.6,61.0,2015
A Walk in the Woods,"['adventure', 'comedy', 'drama']",104.0,5.7,266.0,2015
True Story,"['crime', 'drama', 'mystery']",100.0,6.2,536.0,2015
Ten Thousand Saints,"['comedy', 'drama', 'music']",113.0,6.0,63.0,2015
Sleeping with Other People,['comedy'],100.0,6.2,309.0,2015
Beaver Trilogy Part IV,['documentary'],0.0,8.0,3.0,2015
Drunk Stoned Brilliant Dead: The Story of the National Lampoon,"['history', 'comedy', 'documentary']",93.0,6.8,18.0,2015
Cobain: Montage of Heck,"['music', 'documentary']",132.0,7.5,284.0,2015
The Hunting Ground,['documentary'],103.0,7.6,55.0,2015
Fresh Dressed,"['documentary', 'history', 'music']",90.0,6.6,14.0,2015
Going Clear: Scientology and the Prison of Belief,['documentary'],119.0,7.7,306.0,2015
The Mask You Live In,['documentary'],88.0,8.7,21.0,2015
Prophet's Prey,"['crime', 'documentary']",88.0,7.3,13.0,2015
Tig,['documentary'],95.0,7.3,34.0,2015
In Football We Trust,['documentary'],87.0,5.0,1.0,2015
Most Likely to Succeed,"['drama', 'documentary']",86.0,8.5,4.0,2015
"What Happened, Miss Simone?","['documentary', 'music']",101.0,7.7,111.0,2015
6 Desires,['documentary'],85.0,7.0,2.0,2014
Life May Be,[],102.0,0.0,0.0,2014
Here Be Dragons,['documentary'],79.0,5.0,1.0,2013
A Story of Children and Film,['documentary'],105.0,7.0,9.0,2013
What Is This Film Called Love?,['documentary'],77.0,0.0,0.0,2012
The First Movie,['documentary'],76.0,7.7,3.0,2009
99 Homes,['drama'],112.0,6.8,240.0,2014
The Story of Film: An Odyssey,['documentary'],900.0,8.8,26.0,2011
Aloft,['drama'],112.0,5.1,41.0,2014
Eden,"['drama', 'music']",131.0,5.7,45.0,2014
Girlhood,['drama'],112.0,6.5,111.0,2014
Advantageous,"['science fiction', 'drama', 'family']",92.0,6.4,46.0,2015
Crossroad Street,['documentary'],85.0,7.5,1.0,1988
The Bronze,"['drama', 'comedy']",108.0,5.5,112.0,2016
The D Train,"['drama', 'comedy']",101.0,4.5,79.0,2015
The Diary of a Teenage Girl,"['drama', 'romance']",98.0,6.8,286.0,2015
Dope,"['crime', 'drama', 'comedy']",103.0,7.2,698.0,2015
I Smile Back,['drama'],85.0,5.6,44.0,2015
Me and Earl and the Dying Girl,"['comedy', 'drama']",105.0,7.7,962.0,2015
The Overnight,"['mystery', 'comedy']",80.0,6.1,131.0,2015
"People, Places, Things",['comedy'],85.0,6.8,63.0,2015
Results,['comedy'],105.0,5.2,66.0,2015
Songs My Brothers Taught Me,['drama'],98.0,6.7,9.0,2015
The Stanford Prison Experiment,"['thriller', 'drama']",122.0,6.8,254.0,2015
"Stockholm, Pennsylvania","['drama', 'thriller']",99.0,5.4,30.0,2015
Unexpected,"['comedy', 'drama']",90.0,5.8,37.0,2015
Z for Zachariah,"['drama', 'science fiction', 'thriller']",97.0,5.6,278.0,2015
The Student,['romance'],100.0,5.9,51.0,1988
Nothing's All Bad,"['drama', 'comedy']",90.0,7.8,4.0,2010
Northwest,"['action', 'crime', 'drama']",100.0,6.4,26.0,2013
Stations of the Cross,['drama'],110.0,7.2,38.0,2014
The Referees,['documentary'],77.0,6.0,6.0,2009
Il mundial dimenticato,[],,0.0,0.0,2011
The Referee,['comedy'],96.0,6.0,22.0,2013
Reality,"['drama', 'comedy']",110.0,6.7,47.0,2012
Amnèsia,[],114.0,5.5,8.0,2002
Three-Step Dance,['drama'],107.0,7.5,2.0,2003
Pretty Butterflies,['drama'],100.0,7.3,6.0,2012
Dangerous Liaisons,"['drama', 'romance']",248.0,6.5,2.0,2003
My Sweet Pepper Land,['drama'],100.0,6.8,32.0,2014
L'agression,"['drama', 'crime']",101.0,6.0,1.0,1975
The Auction,['drama'],111.0,6.4,10.0,2013
Micke & Veronica,['comedy'],99.0,7.0,4.0,2014
The Veil of Twilight,"['mystery', 'crime', 'fantasy']",90.0,6.2,3.0,2014
Inbetween Worlds,['drama'],98.0,5.7,11.0,2014
The Old Gun,"['drama', 'history']",103.0,7.7,32.0,1975
The Passerby,['drama'],110.0,5.3,5.0,1982
The Things of Life,['drama'],89.0,6.9,21.0,1970
The Count of Monte Cristo,"['adventure', 'drama', 'romance']",183.0,6.8,2.0,1954
The Hunchback of Paris,"['action', 'adventure']",105.0,6.8,16.0,1959
In the Basement,['documentary'],81.0,6.0,16.0,2014
Project Wild Thing,['documentary'],80.0,0.0,0.0,2013
Trojan Eddie,"['drama', 'romance', 'foreign']",105.0,5.0,1.0,1996
Nobody Knows Anything!,"['comedy', 'drama']",88.0,2.6,7.0,2003
Ice Men,['drama'],108.0,5.0,1.0,2004
The Invitation,"['horror', 'drama', 'thriller']",85.0,4.0,3.0,2003
When the Bough Breaks,['thriller'],105.0,6.5,2.0,1994
Innocent Lies,"['drama', 'thriller', 'mystery', 'foreign']",88.0,6.2,3.0,1995
Suppose They Gave a War and Nobody Came?,"['drama', 'comedy']",113.0,7.0,1.0,1970
Niagara Motel,['comedy'],88.0,5.9,4.0,2005
Mentor,['drama'],92.0,10.0,1.0,2006
Neverwhere,[],180.0,6.9,10.0,1996
Animal Room,['drama'],98.0,6.0,1.0,1995
Zenith,"['action', 'adventure', 'drama', 'mystery', 'science fiction', 'thriller']",93.0,5.1,7.0,2010
Estômago: A Gastronomic Story,"['drama', 'foreign']",113.0,7.9,25.0,2007
Suing The Devil,"['comedy', 'drama', 'thriller']",104.0,3.7,15.0,2011
A Pigeon Sat on a Branch Reflecting on Existence,"['drama', 'comedy']",100.0,6.6,107.0,2014
Panda! Go Panda!: Rainy Day Circus,"['animation', 'comedy', 'family', 'foreign']",38.0,5.2,7.0,1973
Nine Miles Down,"['horror', 'mystery', 'thriller']",86.0,5.3,30.0,2009
Miss Julie,['drama'],120.0,5.8,46.0,2014
All Together,['comedy'],96.0,6.3,29.0,2011
Teen Spirit,"['drama', 'fantasy', 'comedy']",81.0,5.5,81.0,2011
The Forbidden Room,"['mystery', 'drama', 'comedy', 'romance']",128.0,6.4,29.0,2015
Evilenko,"['drama', 'horror', 'thriller', 'crime']",111.0,5.4,27.0,2004
Alien Outpost,"['thriller', 'action', 'science fiction']",93.0,4.6,85.0,2014
Foreign Body,['drama'],117.0,5.5,2.0,2014
The Loft,['thriller'],108.0,6.4,500.0,2014
[REC]⁴ Apocalypse,"['thriller', 'horror']",95.0,5.2,269.0,2014
Vice,"['thriller', 'science fiction', 'action', 'adventure']",96.0,4.1,245.0,2015
The Guard from the Underground,"['drama', 'horror', 'thriller', 'crime']",96.0,5.5,3.0,1992
The Well,['drama'],86.0,7.3,5.0,1951
Wicked Woman,['drama'],77.0,4.3,4.0,1953
House of Numbers,['crime'],90.0,4.3,4.0,1957
Longshot,"['action', 'comedy', 'family', 'thriller']",93.0,0.0,0.0,2001
Rio Diablo,"['western', 'tv movie']",120.0,0.0,1.0,1993
"Massaï, les guerriers de la pluie","['adventure', 'drama']",94.0,8.5,2.0,2004
Family Guy Presents: Blue Harvest,['animation'],48.0,7.2,117.0,2007
Sanatorium,['thriller'],0.0,5.4,13.0,2013
High School Hellcats,['drama'],69.0,5.3,3.0,1958
Last Days in Vietnam,"['war', 'documentary']",98.0,7.0,32.0,2014
Manakamana,['documentary'],118.0,7.1,12.0,2013
Saturday Night,"['comedy', 'documentary']",90.0,7.2,5.0,2010
Hippie Masala - Forever in India,['documentary'],93.0,3.8,3.0,2006
A Grain of Truth,"['mystery', 'thriller']",116.0,8.0,5.0,2015
The Photographer,['thriller'],110.0,6.8,3.0,2014
Casa de Lava,['drama'],105.0,7.3,4.0,1995
Karen Cries on the Bus,['drama'],98.0,7.5,4.0,2011
Sofie,['drama'],152.0,5.0,1.0,1992
Kristin Lavransdatter,"['drama', 'romance']",0.0,6.5,2.0,1995
Private Confessions,['drama'],0.0,5.0,4.0,1996
Lost River,"['fantasy', 'thriller']",95.0,5.8,228.0,2015
Landscape Suicide,[],91.0,8.2,5.0,1987
One Way Boogie Woogie,[],60.0,6.4,5.0,1977
Deseret,['documentary'],82.0,6.3,4.0,1995
13 Lakes,[],135.0,5.0,1.0,2004
Ruhr,['documentary'],120.0,8.3,3.0,2009
natural history,[],77.0,5.0,2.0,2014
Black Venus,"['history', 'drama']",159.0,7.0,37.0,2010
Poetical Refugee,['drama'],130.0,6.5,6.0,2000
Chuck Norris vs Communism,"['documentary', 'history']",78.0,7.1,18.0,2015
Fear Clinic,['horror'],95.0,4.0,42.0,2014
El siete machos,"['comedy', 'western']",108.0,6.5,2.0,1951
